model_name,method,train_env,test_env,config,params,nmse_mean,nmse_std,n_seeds,nmse_values
LoRA_RMa_r20,LoRA,RMa,RMa,r20,98304,-18.6512,3.5254,5,"[-19.589418411254883, -20.995405197143555, -12.904263496398926, -17.97630500793457, -21.7906494140625]"
LoRA_RMa_r4,LoRA,RMa,InF,r4,19660,-18.6834,0.3521,5,"[-18.723587036132812, -18.647747039794922, -18.36992073059082, -19.254350662231445, -18.421396255493164]"
LoRA_RMa_r4,LoRA,RMa,InH,r4,19660,-17.9940,1.0900,5,"[-18.847135543823242, -18.78818130493164, -18.697160720825195, -17.080698013305664, -16.556861877441406]"
LoRA_RMa_r4,LoRA,RMa,UMi,r4,19660,-16.6788,0.6348,5,"[-17.27531623840332, -17.356489181518555, -16.575510025024414, -15.869091987609863, -16.317441940307617]"
LoRA_RMa_r4,LoRA,RMa,UMa,r4,19660,-13.4588,3.5528,5,"[-14.382352828979492, -15.961301803588867, -7.982463359832764, -12.108680725097656, -16.859050750732422]"
LoRA_RMa_r4,LoRA,RMa,RMa,r4,19660,-18.5723,3.6335,5,"[-19.440269470214844, -20.56024742126465, -12.719751358032227, -17.906946182250977, -22.2342472076416]"
LoRA_RMa_r8,LoRA,RMa,InF,r8,39320,-18.5088,0.3571,5,"[-18.358150482177734, -18.268224716186523, -18.39279556274414, -19.141555786132812, -18.38323402404785]"
LoRA_RMa_r8,LoRA,RMa,InH,r8,39320,-17.7615,1.2288,5,"[-18.387218475341797, -19.080074310302734, -18.4016056060791, -16.752134323120117, -16.186336517333984]"
LoRA_RMa_r8,LoRA,RMa,UMi,r8,39320,-16.4501,0.6181,5,"[-16.935420989990234, -17.142486572265625, -15.9639310836792, -15.6933012008667, -16.51553726196289]"
LoRA_RMa_r8,LoRA,RMa,UMa,r8,39320,-13.2720,3.5852,5,"[-13.983905792236328, -15.670316696166992, -7.746908664703369, -12.059364318847656, -16.899429321289062]"
LoRA_RMa_r8,LoRA,RMa,RMa,r8,39320,-18.5193,3.4737,5,"[-19.511089324951172, -20.58318328857422, -12.828712463378906, -17.94344711303711, -21.72989273071289]"
LoRA_UMa_r16,LoRA,UMa,InF,r16,78640,-19.4969,0.2121,5,"[-19.408220291137695, -19.86237335205078, -19.318134307861328, -19.418794631958008, -19.476993560791016]"
LoRA_UMa_r16,LoRA,UMa,InH,r16,78640,-19.4613,0.2406,5,"[-19.674983978271484, -19.695322036743164, -19.106046676635742, -19.396991729736328, -19.432937622070312]"
LoRA_UMa_r16,LoRA,UMa,UMi,r16,78640,-18.8639,0.8195,5,"[-19.674049377441406, -19.422672271728516, -19.247241973876953, -17.854087829589844, -18.121681213378906]"
LoRA_UMa_r16,LoRA,UMa,UMa,r16,78640,-14.9139,3.8365,5,"[-16.520082473754883, -17.35556411743164, -9.170313835144043, -12.941651344299316, -18.582054138183594]"
LoRA_UMa_r16,LoRA,UMa,RMa,r16,78640,-16.8651,2.8617,5,"[-17.246381759643555, -18.692718505859375, -11.939973831176758, -17.408523559570312, -19.03765296936035]"
LoRA_UMa_r20,LoRA,UMa,InF,r20,98304,-19.5032,0.1828,5,"[-19.422624588012695, -19.820459365844727, -19.35340118408203, -19.472366333007812, -19.44739532470703]"
LoRA_UMa_r20,LoRA,UMa,InH,r20,98304,-19.5017,0.2262,5,"[-19.757020950317383, -19.695566177368164, -19.206512451171875, -19.38602066040039, -19.463611602783203]"
LoRA_UMa_r20,LoRA,UMa,UMi,r20,98304,-18.8559,0.8398,5,"[-19.60112953186035, -19.514190673828125, -19.259037017822266, -17.81476593017578, -18.090469360351562]"
LoRA_UMa_r20,LoRA,UMa,UMa,r20,98304,-14.8795,3.8174,5,"[-16.45798110961914, -17.394453048706055, -9.172039985656738, -12.893933296203613, -18.479074478149414]"
LoRA_UMa_r20,LoRA,UMa,RMa,r20,98304,-16.8279,2.8834,5,"[-17.180335998535156, -18.854354858398438, -11.856383323669434, -17.43518829345703, -18.813003540039062]"
LoRA_UMa_r4,LoRA,UMa,InF,r4,19660,-19.6066,0.1872,5,"[-19.545900344848633, -19.934350967407227, -19.460142135620117, -19.557764053344727, -19.53472328186035]"
LoRA_UMa_r4,LoRA,UMa,InH,r4,19660,-19.6008,0.2307,5,"[-19.699657440185547, -19.890872955322266, -19.297901153564453, -19.449077606201172, -19.666301727294922]"
LoRA_UMa_r4,LoRA,UMa,UMi,r4,19660,-18.9217,0.9276,5,"[-19.68655776977539, -19.638126373291016, -19.455974578857422, -17.7981014251709, -18.029876708984375]"
LoRA_UMa_r4,LoRA,UMa,UMa,r4,19660,-14.9108,3.8386,5,"[-16.51612091064453, -17.49587059020996, -9.150123596191406, -12.933818817138672, -18.458263397216797]"
LoRA_UMa_r4,LoRA,UMa,RMa,r4,19660,-16.9966,2.8791,5,"[-17.36151695251465, -19.031967163085938, -12.038717269897461, -17.557588577270508, -18.993011474609375]"
LoRA_UMa_r8,LoRA,UMa,InF,r8,39320,-19.6025,0.2032,5,"[-19.512117385864258, -19.958702087402344, -19.44871711730957, -19.55501365661621, -19.537729263305664]"
LoRA_UMa_r8,LoRA,UMa,InH,r8,39320,-19.5954,0.2323,5,"[-19.74999237060547, -19.842729568481445, -19.26192283630371, -19.468538284301758, -19.653738021850586]"
LoRA_UMa_r8,LoRA,UMa,UMi,r8,39320,-18.9429,0.8592,5,"[-19.64215850830078, -19.65790557861328, -19.386045455932617, -17.889196395874023, -18.13898468017578]"
LoRA_UMa_r8,LoRA,UMa,UMa,r8,39320,-14.9416,3.8538,5,"[-16.480741500854492, -17.511106491088867, -9.161515235900879, -12.981804847717285, -18.572832107543945]"
LoRA_UMa_r8,LoRA,UMa,RMa,r8,39320,-16.9370,2.9132,5,"[-17.245891571044922, -18.86064338684082, -11.946645736694336, -17.466014862060547, -19.16597557067871]"
LoRA_UMi_r16,LoRA,UMi,InF,r16,78640,-19.1768,0.1691,5,"[-19.0725154876709, -19.47414779663086, -19.105365753173828, -19.080081939697266, -19.151805877685547]"
LoRA_UMi_r16,LoRA,UMi,InH,r16,78640,-19.2399,0.2163,5,"[-19.369842529296875, -19.382360458374023, -18.87547492980957, -19.366308212280273, -19.205310821533203]"
LoRA_UMi_r16,LoRA,UMi,UMi,r16,78640,-18.8065,0.8742,5,"[-19.441415786743164, -19.545124053955078, -19.32850456237793, -17.71975326538086, -17.997486114501953]"
LoRA_UMi_r16,LoRA,UMi,UMa,r16,78640,-13.1548,4.5415,5,"[-14.486953735351562, -16.20734405517578, -6.541938781738281, -10.719545364379883, -17.818422317504883]"
LoRA_UMi_r16,LoRA,UMi,RMa,r16,78640,-14.0106,4.0967,5,"[-14.657365798950195, -17.074989318847656, -7.693370819091797, -12.665817260742188, -17.96123695373535]"
LoRA_UMi_r20,LoRA,UMi,InF,r20,98304,-19.1483,0.1831,5,"[-19.040435791015625, -19.473812103271484, -19.05552101135254, -19.091304779052734, -19.080181121826172]"
LoRA_UMi_r20,LoRA,UMi,InH,r20,98304,-19.1919,0.2051,5,"[-19.363080978393555, -19.32953643798828, -18.859603881835938, -19.271625518798828, -19.135452270507812]"
LoRA_UMi_r20,LoRA,UMi,UMi,r20,98304,-18.7734,0.8979,5,"[-19.50438117980957, -19.49075698852539, -19.272611618041992, -17.676565170288086, -17.92250633239746]"
LoRA_UMi_r20,LoRA,UMi,UMa,r20,98304,-12.8352,4.6746,5,"[-14.229668617248535, -15.988100051879883, -5.994241714477539, -10.369973182678223, -17.593854904174805]"
LoRA_UMi_r20,LoRA,UMi,RMa,r20,98304,-13.6867,4.3113,5,"[-14.36169147491455, -16.874086380004883, -7.110958576202393, -12.143736839294434, -17.94280242919922]"
LoRA_UMi_r4,LoRA,UMi,InF,r4,19660,-19.3145,0.1380,5,"[-19.29996681213379, -19.55596351623535, -19.248210906982422, -19.221832275390625, -19.24648666381836]"
LoRA_UMi_r4,LoRA,UMi,InH,r4,19660,-19.3939,0.2343,5,"[-19.587310791015625, -19.563764572143555, -19.00603485107422, -19.370101928710938, -19.442298889160156]"
LoRA_UMi_r4,LoRA,UMi,UMi,r4,19660,-18.8830,0.8843,5,"[-19.693641662597656, -19.527095794677734, -19.323429107666016, -17.75347328186035, -18.117599487304688]"
LoRA_UMi_r4,LoRA,UMi,UMa,r4,19660,-14.4572,4.0654,5,"[-16.17478370666504, -17.120685577392578, -8.387580871582031, -12.318145751953125, -18.284738540649414]"
LoRA_UMi_r4,LoRA,UMi,RMa,r4,19660,-15.9114,3.2048,5,"[-16.333282470703125, -18.226587295532227, -10.604793548583984, -15.767553329467773, -18.624914169311523]"
LoRA_UMi_r8,LoRA,UMi,InF,r8,39320,-19.2857,0.1526,5,"[-19.197834014892578, -19.555850982666016, -19.214221954345703, -19.2053165435791, -19.25531768798828]"
LoRA_UMi_r8,LoRA,UMi,InH,r8,39320,-19.3488,0.1895,5,"[-19.453289031982422, -19.49748420715332, -19.021709442138672, -19.407470703125, -19.36410140991211]"
LoRA_UMi_r8,LoRA,UMi,UMi,r8,39320,-18.8560,0.8842,5,"[-19.580158233642578, -19.57438850402832, -19.32171058654785, -17.7457275390625, -18.05782699584961]"
LoRA_UMi_r8,LoRA,UMi,UMa,r8,39320,-13.5840,4.4380,5,"[-15.106447219848633, -16.56460189819336, -7.02545690536499, -11.26094913482666, -17.962535858154297]"
LoRA_UMi_r8,LoRA,UMi,RMa,r8,39320,-14.5963,3.9419,5,"[-15.291139602661133, -17.599225997924805, -8.419319152832031, -13.445745468139648, -18.225881576538086]"
Prompt_InF_len100,Prompt,InF,InF,len100,12800,-19.3901,0.1811,5,"[-19.34896469116211, -19.70230484008789, -19.229209899902344, -19.34125518798828, -19.328630447387695]"
Prompt_InF_len100,Prompt,InF,InH,len100,12800,-19.3161,0.2467,5,"[-19.542997360229492, -19.620990753173828, -19.086381912231445, -19.149639129638672, -19.180326461791992]"
Prompt_InF_len100,Prompt,InF,UMi,len100,12800,-18.5994,0.9653,5,"[-19.424358367919922, -19.28729248046875, -19.190555572509766, -17.473384857177734, -17.621614456176758]"
Prompt_InF_len100,Prompt,InF,UMa,len100,12800,-14.6775,3.8041,5,"[-16.24895477294922, -17.365703582763672, -8.918554306030273, -12.790847778320312, -18.06339454650879]"
Prompt_InF_len100,Prompt,InF,RMa,len100,12800,-16.8150,2.8918,5,"[-17.10476303100586, -18.688108444213867, -11.873231887817383, -17.31722640991211, -19.09182357788086]"
Prompt_InF_len200,Prompt,InF,InF,len200,25600,-19.4029,0.1894,5,"[-19.37390899658203, -19.73029327392578, -19.242441177368164, -19.343971252441406, -19.323909759521484]"
Prompt_InF_len200,Prompt,InF,InH,len200,25600,-19.3269,0.2550,5,"[-19.577205657958984, -19.626834869384766, -19.084144592285156, -19.147602081298828, -19.198471069335938]"
Prompt_InF_len200,Prompt,InF,UMi,len200,25600,-18.6016,0.9832,5,"[-19.4326229095459, -19.294265747070312, -19.22373390197754, -17.471582412719727, -17.585742950439453]"
Prompt_InF_len200,Prompt,InF,UMa,len200,25600,-14.5634,3.8728,5,"[-16.064430236816406, -17.308496475219727, -8.683923721313477, -12.705692291259766, -18.054410934448242]"
Prompt_InF_len200,Prompt,InF,RMa,len200,25600,-16.4906,3.1011,5,"[-16.84343719482422, -18.511451721191406, -11.273173332214355, -16.688629150390625, -19.136138916015625]"
Prompt_InF_len50,Prompt,InF,InF,len50,6400,-19.3888,0.1757,5,"[-19.34317398071289, -19.69438362121582, -19.24354362487793, -19.344249725341797, -19.318492889404297]"
Prompt_InF_len50,Prompt,InF,InH,len50,6400,-19.3318,0.2498,5,"[-19.572851181030273, -19.631141662597656, -19.101449966430664, -19.15647315979004, -19.197261810302734]"
Prompt_InF_len50,Prompt,InF,UMi,len50,6400,-18.6256,0.9560,5,"[-19.47231674194336, -19.292469024658203, -19.190561294555664, -17.498781204223633, -17.674053192138672]"
Prompt_InF_len50,Prompt,InF,UMa,len50,6400,-14.7255,3.7826,5,"[-16.32202911376953, -17.39507484436035, -9.017535209655762, -12.806793212890625, -18.08620834350586]"
Prompt_InF_len50,Prompt,InF,RMa,len50,6400,-16.9531,2.8211,5,"[-17.223100662231445, -18.77935791015625, -12.107361793518066, -17.564393997192383, -19.091339111328125]"
Prompt_InH_len100,Prompt,InH,InF,len100,12800,-19.2921,0.1792,5,"[-19.254117965698242, -19.60342025756836, -19.14972686767578, -19.2020263671875, -19.251190185546875]"
Prompt_InH_len100,Prompt,InH,InH,len100,12800,-19.2872,0.2175,5,"[-19.509754180908203, -19.498226165771484, -19.005939483642578, -19.163780212402344, -19.258501052856445]"
Prompt_InH_len100,Prompt,InH,UMi,len100,12800,-18.6704,0.9320,5,"[-19.475502014160156, -19.339332580566406, -19.214317321777344, -17.50851821899414, -17.81431770324707]"
Prompt_InH_len100,Prompt,InH,UMa,len100,12800,-14.6976,3.8259,5,"[-16.265365600585938, -17.326213836669922, -8.919222831726074, -12.791969299316406, -18.18499183654785]"
Prompt_InH_len100,Prompt,InH,RMa,len100,12800,-16.6156,2.8117,5,"[-16.86266326904297, -18.42246437072754, -11.795244216918945, -17.213481903076172, -18.78412628173828]"
Prompt_InH_len200,Prompt,InH,InF,len200,25600,-19.3094,0.1850,5,"[-19.280073165893555, -19.629919052124023, -19.15853500366211, -19.2203369140625, -19.257915496826172]"
Prompt_InH_len200,Prompt,InH,InH,len200,25600,-19.2863,0.2275,5,"[-19.517934799194336, -19.519702911376953, -19.00080108642578, -19.172164916992188, -19.220884323120117]"
Prompt_InH_len200,Prompt,InH,UMi,len200,25600,-18.6961,0.9455,5,"[-19.52397918701172, -19.351024627685547, -19.263351440429688, -17.53260040283203, -17.8095645904541]"
Prompt_InH_len200,Prompt,InH,UMa,len200,25600,-14.6026,3.8975,5,"[-16.126930236816406, -17.280101776123047, -8.692468643188477, -12.729034423828125, -18.184282302856445]"
Prompt_InH_len200,Prompt,InH,RMa,len200,25600,-16.3300,2.9932,5,"[-16.66502571105957, -18.238609313964844, -11.260610580444336, -16.64984893798828, -18.836143493652344]"
Prompt_InH_len50,Prompt,InH,InF,len50,6400,-19.2999,0.1766,5,"[-19.260784149169922, -19.608549118041992, -19.160415649414062, -19.228084564208984, -19.2417049407959]"
Prompt_InH_len50,Prompt,InH,InH,len50,6400,-19.2925,0.2127,5,"[-19.50597381591797, -19.510400772094727, -19.023880004882812, -19.175783157348633, -19.246553421020508]"
Prompt_InH_len50,Prompt,InH,UMi,len50,6400,-18.6763,0.9314,5,"[-19.506019592285156, -19.337799072265625, -19.202198028564453, -17.5384578704834, -17.79704475402832]"
Prompt_InH_len50,Prompt,InH,UMa,len50,6400,-14.7399,3.7958,5,"[-16.341135025024414, -17.3580379486084, -9.01594066619873, -12.816557884216309, -18.167827606201172]"
Prompt_InH_len50,Prompt,InH,RMa,len50,6400,-16.7963,2.7459,5,"[-17.026636123657227, -18.52957534790039, -12.058401107788086, -17.548282623291016, -18.818742752075195]"
Prompt_RMa_len100,Prompt,RMa,InF,len100,12800,-19.5358,0.2387,5,"[-19.539955139160156, -19.859451293945312, -19.210966110229492, -19.62841796875, -19.440380096435547]"
Prompt_RMa_len100,Prompt,RMa,InH,len100,12800,-19.3031,0.3963,5,"[-19.607093811035156, -19.760601043701172, -19.31283187866211, -18.79673194885254, -19.03825569152832]"
Prompt_RMa_len100,Prompt,RMa,UMi,len100,12800,-18.2952,1.1325,5,"[-19.15691566467285, -19.16649055480957, -19.03891944885254, -17.12239646911621, -16.99127960205078]"
Prompt_RMa_len100,Prompt,RMa,UMa,len100,12800,-14.4654,3.7158,5,"[-16.063379287719727, -17.416309356689453, -8.899365425109863, -12.477007865905762, -17.47074317932129]"
Prompt_RMa_len100,Prompt,RMa,RMa,len100,12800,-17.4028,3.0250,5,"[-17.679302215576172, -19.380191802978516, -12.28515625, -17.756195068359375, -19.913158416748047]"
Prompt_RMa_len200,Prompt,RMa,InF,len200,25600,-20.4473,0.2832,5,"[-20.567642211914062, -20.737817764282227, -20.00981330871582, -20.583309173583984, -20.338031768798828]"
Prompt_RMa_len200,Prompt,RMa,InH,len200,25600,-20.1798,0.4823,5,"[-20.501556396484375, -20.762845993041992, -20.187423706054688, -19.53582000732422, -19.911287307739258]"
Prompt_RMa_len200,Prompt,RMa,UMi,len200,25600,-18.8727,1.1545,5,"[-19.75684356689453, -19.82843589782715, -19.55228042602539, -17.63544464111328, -17.59071159362793]"
Prompt_RMa_len200,Prompt,RMa,UMa,len200,25600,-14.7685,3.9992,5,"[-16.228801727294922, -17.78650665283203, -8.837794303894043, -12.621927261352539, -18.36739158630371]"
Prompt_RMa_len200,Prompt,RMa,RMa,len200,25600,-17.8958,3.3987,5,"[-18.2098331451416, -20.224512100219727, -12.372636795043945, -17.599592208862305, -21.072307586669922]"
Prompt_RMa_len50,Prompt,RMa,InF,len50,6400,-19.3029,0.2156,5,"[-19.264846801757812, -19.63391876220703, -19.049442291259766, -19.353622436523438, -19.21270179748535]"
Prompt_RMa_len50,Prompt,RMa,InH,len50,6400,-19.1121,0.3272,5,"[-19.457027435302734, -19.428693771362305, -19.0837345123291, -18.73247528076172, -18.858732223510742]"
Prompt_RMa_len50,Prompt,RMa,UMi,len50,6400,-18.2988,1.0491,5,"[-19.146997451782227, -19.104293823242188, -18.9360294342041, -17.107030868530273, -17.19970703125]"
Prompt_RMa_len50,Prompt,RMa,UMa,len50,6400,-14.5095,3.7043,5,"[-16.09859848022461, -17.361337661743164, -8.950664520263672, -12.548027992248535, -17.588760375976562]"
Prompt_RMa_len50,Prompt,RMa,RMa,len50,6400,-17.1679,2.8437,5,"[-17.392436981201172, -18.957643508911133, -12.306924819946289, -17.751220703125, -19.43130111694336]"
Prompt_UMa_len100,Prompt,UMa,InF,len100,12800,-20.4255,0.1902,5,"[-20.431350708007812, -20.706920623779297, -20.17108726501465, -20.419578552246094, -20.398313522338867]"
Prompt_UMa_len100,Prompt,UMa,InH,len100,12800,-20.3122,0.2901,5,"[-20.53451919555664, -20.7026309967041, -20.136730194091797, -20.029027938842773, -20.157939910888672]"
Prompt_UMa_len100,Prompt,UMa,UMi,len100,12800,-19.3047,1.0703,5,"[-20.192081451416016, -20.1645565032959, -19.87624740600586, -18.004066467285156, -18.28631019592285]"
Prompt_UMa_len100,Prompt,UMa,UMa,len100,12800,-15.0953,3.9865,5,"[-16.670486450195312, -17.905824661254883, -9.157500267028809, -12.979471206665039, -18.763126373291016]"
Prompt_UMa_len100,Prompt,UMa,RMa,len100,12800,-17.5014,3.1469,5,"[-17.935726165771484, -19.7047119140625, -12.228986740112305, -17.534292221069336, -20.103342056274414]"
Prompt_UMa_len200,Prompt,UMa,InF,len200,25600,-21.3508,0.2150,5,"[-21.40363883972168, -21.613384246826172, -21.015005111694336, -21.36872100830078, -21.353042602539062]"
Prompt_UMa_len200,Prompt,UMa,InH,len200,25600,-21.1728,0.3607,5,"[-21.341320037841797, -21.724334716796875, -20.949316024780273, -20.83880615234375, -21.010265350341797]"
Prompt_UMa_len200,Prompt,UMa,UMi,len200,25600,-19.8879,1.1427,5,"[-20.706890106201172, -20.976858139038086, -20.43992805480957, -18.522489547729492, -18.79353904724121]"
Prompt_UMa_len200,Prompt,UMa,UMa,len200,25600,-15.3792,4.2535,5,"[-16.78946304321289, -18.33710289001465, -9.096670150756836, -13.148214340209961, -19.524559020996094]"
Prompt_UMa_len200,Prompt,UMa,RMa,len200,25600,-17.8500,3.5009,5,"[-18.25658416748047, -20.426836013793945, -12.18740463256836, -17.37789535522461, -21.001453399658203]"
Prompt_UMa_len50,Prompt,UMa,InF,len50,6400,-19.6889,0.1572,5,"[-19.652128219604492, -19.954620361328125, -19.53607940673828, -19.632516860961914, -19.669328689575195]"
Prompt_UMa_len50,Prompt,UMa,InH,len50,6400,-19.6419,0.2346,5,"[-19.806730270385742, -19.957284927368164, -19.394920349121094, -19.473262786865234, -19.577367782592773]"
Prompt_UMa_len50,Prompt,UMa,UMi,len50,6400,-18.9412,0.9167,5,"[-19.64342498779297, -19.732940673828125, -19.416202545166016, -17.76042366027832, -18.153051376342773]"
Prompt_UMa_len50,Prompt,UMa,UMa,len50,6400,-14.9261,3.8663,5,"[-16.456907272338867, -17.60205078125, -9.150017738342285, -12.909601211547852, -18.512069702148438]"
Prompt_UMa_len50,Prompt,UMa,RMa,len50,6400,-17.0367,2.8391,5,"[-17.350770950317383, -18.991748809814453, -12.169397354125977, -17.543840408325195, -19.12786865234375]"
Prompt_UMi_len100,Prompt,UMi,InF,len100,12800,-19.4127,0.1615,5,"[-19.38758087158203, -19.692157745361328, -19.28070640563965, -19.332775115966797, -19.370338439941406]"
Prompt_UMi_len100,Prompt,UMi,InH,len100,12800,-19.4343,0.2063,5,"[-19.586679458618164, -19.601417541503906, -19.117130279541016, -19.337146759033203, -19.529319763183594]"
Prompt_UMi_len100,Prompt,UMi,UMi,len100,12800,-18.8646,0.9010,5,"[-19.576417922973633, -19.576902389526367, -19.389799118041992, -17.721473693847656, -18.058208465576172]"
Prompt_UMi_len100,Prompt,UMi,UMa,len100,12800,-14.7599,3.9010,5,"[-16.289905548095703, -17.368417739868164, -8.881298065185547, -12.832056045532227, -18.427705764770508]"
Prompt_UMi_len100,Prompt,UMi,RMa,len100,12800,-16.6813,2.7963,5,"[-16.88828468322754, -18.650802612304688, -11.878351211547852, -17.346830368041992, -18.64202117919922]"
Prompt_UMi_len200,Prompt,UMi,InF,len200,25600,-19.4065,0.1690,5,"[-19.37628173828125, -19.695240020751953, -19.26817512512207, -19.30394172668457, -19.388765335083008]"
Prompt_UMi_len200,Prompt,UMi,InH,len200,25600,-19.4156,0.1945,5,"[-19.54925537109375, -19.544469833374023, -19.105178833007812, -19.341129302978516, -19.53799057006836]"
Prompt_UMi_len200,Prompt,UMi,UMi,len200,25600,-18.8936,0.9356,5,"[-19.601594924926758, -19.66524887084961, -19.428293228149414, -17.674915313720703, -18.0977783203125]"
Prompt_UMi_len200,Prompt,UMi,UMa,len200,25600,-14.6743,3.9804,5,"[-16.144018173217773, -17.373083114624023, -8.675765037536621, -12.736916542053223, -18.44181251525879]"
Prompt_UMi_len200,Prompt,UMi,RMa,len200,25600,-16.4351,2.9522,5,"[-16.66978645324707, -18.55835723876953, -11.425314903259277, -16.843320846557617, -18.678852081298828]"
Prompt_UMi_len50,Prompt,UMi,InF,len50,6400,-19.4046,0.1602,5,"[-19.371660232543945, -19.686237335205078, -19.291231155395508, -19.32630729675293, -19.347761154174805]"
Prompt_UMi_len50,Prompt,UMi,InH,len50,6400,-19.4220,0.2070,5,"[-19.600826263427734, -19.615901947021484, -19.11896514892578, -19.325557708740234, -19.448774337768555]"
Prompt_UMi_len50,Prompt,UMi,UMi,len50,6400,-18.8060,0.9159,5,"[-19.56258201599121, -19.501068115234375, -19.336902618408203, -17.65250015258789, -17.976947784423828]"
Prompt_UMi_len50,Prompt,UMi,UMa,len50,6400,-14.7888,3.8494,5,"[-16.356914520263672, -17.404821395874023, -9.003833770751953, -12.830486297607422, -18.3479061126709]"
Prompt_UMi_len50,Prompt,UMi,RMa,len50,6400,-16.8349,2.7354,5,"[-17.06876564025879, -18.687896728515625, -12.108562469482422, -17.597606658935547, -18.711545944213867]"
Hybrid_InF_p100_r10,Hybrid,InF,InF,p100_r10,61952,-18.8936,0.1416,5,"[-18.88260269165039, -19.12152099609375, -18.730518341064453, -18.85892677307129, -18.874267578125]"
Hybrid_InF_p100_r10,Hybrid,InF,InH,p100_r10,61952,-18.7747,0.2361,5,"[-18.93137550354004, -19.110000610351562, -18.552440643310547, -18.632116317749023, -18.64745330810547]"
Hybrid_InF_p100_r10,Hybrid,InF,UMi,p100_r10,61952,-18.0928,0.9016,5,"[-18.779571533203125, -18.766374588012695, -18.701156616210938, -17.01166343688965, -17.20547103881836]"
Hybrid_InF_p100_r10,Hybrid,InF,UMa,p100_r10,61952,-13.8469,3.9657,5,"[-15.331993103027344, -16.64885902404785, -7.923398971557617, -11.799572944641113, -17.530620574951172]"
Hybrid_InF_p100_r10,Hybrid,InF,RMa,p100_r10,61952,-14.9861,3.6373,5,"[-15.784071922302246, -17.616064071655273, -9.04705810546875, -14.378511428833008, -18.104780197143555]"
Hybrid_InF_p100_r5,Hybrid,InF,InF,p100_r5,36630,-19.2415,0.1319,5,"[-19.229358673095703, -19.454618453979492, -19.09145164489746, -19.20587730407715, -19.226003646850586]"
Hybrid_InF_p100_r5,Hybrid,InF,InH,p100_r5,36630,-19.1275,0.2760,5,"[-19.372936248779297, -19.478153228759766, -18.910493850708008, -18.973167419433594, -18.902549743652344]"
Hybrid_InF_p100_r5,Hybrid,InF,UMi,p100_r5,36630,-18.4034,0.9540,5,"[-19.28058624267578, -19.06513023376465, -18.929861068725586, -17.2630615234375, -17.478565216064453]"
Hybrid_InF_p100_r5,Hybrid,InF,UMa,p100_r5,36630,-14.0163,4.1012,5,"[-15.463521957397461, -16.868602752685547, -7.809634208679199, -12.079578399658203, -17.86039161682129]"
Hybrid_InF_p100_r5,Hybrid,InF,RMa,p100_r5,36630,-15.5666,3.5832,5,"[-16.30453872680664, -18.02962875366211, -9.614962577819824, -15.277520179748535, -18.606430053710938]"
Hybrid_InF_p150_r15,Hybrid,InF,InF,p150_r15,92672,-18.7010,0.1469,5,"[-18.688066482543945, -18.935138702392578, -18.531343460083008, -18.65047264099121, -18.699748992919922]"
Hybrid_InF_p150_r15,Hybrid,InF,InH,p150_r15,92672,-18.5989,0.2260,5,"[-18.76255989074707, -18.907207489013672, -18.369468688964844, -18.465621948242188, -18.489412307739258]"
Hybrid_InF_p150_r15,Hybrid,InF,UMi,p150_r15,92672,-17.9696,0.9219,5,"[-18.683761596679688, -18.65945053100586, -18.577133178710938, -16.862028121948242, -17.06540870666504]"
Hybrid_InF_p150_r15,Hybrid,InF,UMa,p150_r15,92672,-13.7494,3.9793,5,"[-15.268134117126465, -16.56017303466797, -7.75277853012085, -11.773815155029297, -17.391990661621094]"
Hybrid_InF_p150_r15,Hybrid,InF,RMa,p150_r15,92672,-14.7880,3.6136,5,"[-15.58017349243164, -17.426273345947266, -8.851384162902832, -14.271661758422852, -17.810413360595703]"
Hybrid_InF_p200_r20,Hybrid,InF,InF,p200_r20,123904,-18.5675,0.1434,5,"[-18.556364059448242, -18.78949737548828, -18.39316177368164, -18.519027709960938, -18.579334259033203]"
Hybrid_InF_p200_r20,Hybrid,InF,InH,p200_r20,123904,-18.4711,0.2284,5,"[-18.60323143005371, -18.805330276489258, -18.247316360473633, -18.34967041015625, -18.350101470947266]"
Hybrid_InF_p200_r20,Hybrid,InF,UMi,p200_r20,123904,-17.8334,0.9103,5,"[-18.55076789855957, -18.509979248046875, -18.426084518432617, -16.747236251831055, -16.9328670501709]"
Hybrid_InF_p200_r20,Hybrid,InF,UMa,p200_r20,123904,-13.5824,3.9802,5,"[-15.115528106689453, -16.39005470275879, -7.636999130249023, -11.512480735778809, -17.256906509399414]"
Hybrid_InF_p200_r20,Hybrid,InF,RMa,p200_r20,123904,-14.5042,3.6923,5,"[-15.311895370483398, -17.208372116088867, -8.500298500061035, -13.824786186218262, -17.67584228515625]"
Hybrid_InF_p25_r2,Hybrid,InF,InF,p25_r2,12752,-19.3416,0.1418,5,"[-19.30794906616211, -19.583515167236328, -19.207406997680664, -19.302770614624023, -19.306509017944336]"
Hybrid_InF_p25_r2,Hybrid,InF,InH,p25_r2,12752,-19.2645,0.2760,5,"[-19.508544921875, -19.616806030273438, -19.036705017089844, -19.105541229248047, -19.055021286010742]"
Hybrid_InF_p25_r2,Hybrid,InF,UMi,p25_r2,12752,-18.5130,0.9384,5,"[-19.337570190429688, -19.16696548461914, -19.074724197387695, -17.397579193115234, -17.588123321533203]"
